Timestamp,Lux
2026-02-09 20:09:07,260.0
2026-02-09 20:09:08,261.0
2026-02-09 20:09:09,261.0
2026-02-09 20:09:10,261.0
2026-02-09 20:09:11,261.0
2026-02-09 20:09:12,261.0
2026-02-09 20:09:13,261.0
2026-02-09 20:09:14,261.0
2026-02-09 20:09:16,261.0
2026-02-09 20:09:17,261.0
2026-02-09 20:09:18,261.0
2026-02-09 20:09:19,261.0
2026-02-09 20:09:20,261.0
2026-02-09 20:09:21,261.0
2026-02-09 20:09:22,260.0
2026-02-09 20:09:23,260.0
2026-02-09 20:09:24,260.0
2026-02-09 20:09:25,260.0
2026-02-09 20:09:26,261.0
2026-02-09 20:09:27,261.0
2026-02-09 20:09:28,261.0
2026-02-09 20:09:29,261.0
2026-02-09 20:09:30,261.0
2026-02-09 20:09:31,261.0
2026-02-09 20:09:32,261.0
2026-02-09 20:09:33,260.0
2026-02-09 20:09:34,260.0
2026-02-09 20:09:35,260.0
2026-02-09 20:09:36,260.0
2026-02-09 20:09:37,260.0
2026-02-09 20:09:38,260.0
2026-02-09 20:09:39,260.0
2026-02-09 20:09:40,260.0
2026-02-09 20:09:41,260.0
2026-02-09 20:09:42,260.0
2026-02-09 20:09:43,260.0
2026-02-09 20:09:44,260.0
2026-02-09 20:09:45,260.0
2026-02-09 20:09:46,260.0
2026-02-09 20:09:47,260.0
2026-02-09 20:09:48,260.0
2026-02-09 20:09:49,260.0
2026-02-09 20:09:50,259.0
2026-02-09 20:09:51,259.0
2026-02-09 20:09:52,259.0
2026-02-09 20:09:53,260.0
2026-02-09 20:09:54,260.0
2026-02-09 20:09:55,260.0
2026-02-09 20:09:56,260.0
2026-02-09 20:09:57,260.0
2026-02-09 20:09:58,260.0
2026-02-09 20:09:59,260.0
2026-02-09 20:10:00,260.0
2026-02-09 20:10:01,260.0
2026-02-09 20:10:02,260.0
2026-02-09 20:10:03,260.0
2026-02-09 20:10:04,260.0
2026-02-09 20:10:05,260.0
2026-02-09 20:10:06,260.0
2026-02-09 20:10:07,260.0
2026-02-09 20:10:08,260.0
2026-02-09 20:10:09,260.0
2026-02-09 20:10:10,260.0
2026-02-09 20:10:11,260.0
2026-02-09 20:10:12,260.0
2026-02-09 20:10:13,260.0
2026-02-09 20:10:14,260.0
2026-02-09 20:10:15,260.0
2026-02-09 20:10:16,260.0
2026-02-09 20:10:17,260.0
2026-02-09 20:10:18,260.0
2026-02-09 20:10:19,260.0
2026-02-09 20:10:20,260.0
2026-02-09 20:10:21,260.0
2026-02-09 20:10:22,260.0
2026-02-09 20:10:23,260.0
2026-02-09 20:10:24,260.0
2026-02-09 20:10:25,259.0
2026-02-09 20:10:26,259.0
2026-02-09 20:10:27,259.0
2026-02-09 20:10:28,259.0
2026-02-09 20:10:29,259.0
2026-02-09 20:10:30,259.0
